URL
https://www.springer.com/journal/43465
https://jocr.co.in/wp/
https://journals.sagepub.com/home/ojs
https://www.ijos.co.in/
https://academic-accelerator.com/Impact-of-Journal/Indian-Journal-of-Orthopaedics
https://www.fortunejournals.com/journal-of-orthopaedics-and-sports-medicine-home-fjosm.php
https://josr-online.biomedcentral.com/
https://www.openacessjournal.com/subject-sub/list-of-orthopaedics-journals/
https://journals.lww.com/ijmr/pages/default.aspx
https://www.medpulse.in/Orthopedies/
https://support.google.com/websearch%3Fp%3Dws_settings_location%26hl%3Den-IN
https://accounts.google.com/ServiceLogin%3Fcontinue%3Dhttps://www.google.com/search%253Fq%253Dmedical%252Bjournal%252Borthopedic%252Bindia%252B2022%26hl%3Den
